,Unnamed: 0,Item,Profile
649,649,SALT Verdict Vapors Warden - Hazelnut Pecan Butter,"Hazelnut, Pecan, Butter"
650,650,SUB Cloud Chemist Frosty Science,"Menthol, Frozen, Sweet, Sour"
651,651,SALT Beard #00 0030,Salt
652,652,DISP RAZ TN9000 5% Graham Twist,none
653,653,SUB Fruitia Passion Fruit Guava,"Passionfruit, Guava"
654,654,SUB Brewed Awakening Classic,"Roasted, Nutty, Malty"
655,655,SALT ML Fruit Monster Strawberry Kiwi Pomegranate,"Strawberry, Kiwi, Pomegranate, Salt, Fruit"
656,656,SALT Sadboy C Custard Cookie,"Salt, C, Custard,Cookie"
657,657,SUB Propaganda Sour Apple,"Sour, Apple"
658,658,SUB Verdict Vapors Mints Chocomint,"Mint, Chocolate, Mint"
659,659,SALT Air Factory Mint,"Mint, Fresh, Cool, Refreshing"
660,660,SUB Noms X2 Kiwi Passionfruit Nectarine,"Kiwi, Passionfruit, Nectarine"
661,661,DISP Metaku Spongie 7500 Puffs - Meta Grape,Grape
662,662,DISP Lost Vape Orion Bar 5% 7500 Puffs - Apple Cotton Candy,"Apple, Cotton Candy"
663,663,SALT Cloud Chemist Cereal Science,"Cereal, Sweet, Milk, Hint-of-Salt"
664,664,SALT Pachamama White Peach Ice,"Peach, Sweet, Ice, Salt"
665,665,SUB Glas Basix Brown Tobacco,Tobacco
666,666,SALT Juice Head R Pineapple Guava,none
667,667,SUB Kaleidoscopic Optical Illusion,none
668,668,SUB Cassadega Cannoli Be Breakfast,none
669,669,SALT Sadboy J Blueberry Jam,"savory, pungent, mineral-like
Sadboy"
670,670,SUB 7daze Reds Apple Gold Kiwi,"Apple, Kiwi, Reds"
671,671,SALT Sadboy Happy End Blue,"Salt, Sadboy, Happy, End, Blue"
672,672,SUB ML The Milk Cinnamon,"Milk, Cinnamon"
673,673,DISP Nicless Next 0% NICOTINE FREE - Raspberry Lemonade,"Raspberry, Lemonade"
674,674,SALT Naked 100 Cuban Blend,"Tobacco, Sweet, Spicy, Woody"
675,675,SALT ML The Milk Cinnamon,"Milk, Cinnamon"
676,676,SUB 7 Daze Iced Fusion Orange Cream Mango Iced,"Orange, Cream, Mango, Fusion"
677,677,SUB 7 Daze Iced Fusion Pineapple Mango Orange Iced,"Pineapple, Mango, Orange"
678,678,SALT Fruitia Strawberry Coconut Refresher,"Sweet, Fruity, Coconutty"
679,679,SUB Propaganda The Hype Juicy Grape,"Grape, Juicy"
680,680,SALT Pod Juice Jewel Mint Ice,"The words ""Salt"" and ""Ice"" describe more of a sensation or experience rather than a distinct flavor"
681,681,SUB Glas Basix Butterscotch Reserve,"Buttery, Sweet, Caramel, Rich"
682,682,DISP KROS 3 Unlimited 5% 6000 Puffs - Spearmint,Spearmint
683,683,DISP KROS 3 Unlimited 5% 6000 Puffs - Vanilla Wafer,"Vanilla, Wafer"
684,684,DISP MINT by MNKE Bars 6500 Puffs 5% Pineapple Mint,"The ""5% Pineapple"" indicates that there is some pineapple flavor present in the product, but it may not be as strong as the mint flavor"
685,685,DISP Lost Mary MO5000 5000 Puffs 5% Watermelon Cherry,"Watermelon, Cherry"
686,686,SALT VGod Mango Bomb,"Mango, Sweet, Intense"
687,687,SUB 7Daze Reds Slapple Iced,"Berry, Sweet, Tart, Refreshing"
688,688,SUB 7 Daze Fusion Strawberry Blackberry Lemon,"Strawberry, Blackberry, Lemon"
689,689,SALT 7 Daze Fusion Banana Cantaloupe Honeydew,"Banana, Cantaloupe, Honeydew, Salt"
690,690,SUB Kaleidoscopic Ruby's Eyes,none
691,691,DISP Elf Bar BC5000 9. 5000 Puffs 650mAh 5% Peach Mango Watermelon,"Peach, Mango, Watermelon"
692,692,SUB Innevape Heisenberg Menthol,"Menthol, Cool"
693,693,SUB Sadboy Strawberry Cheesecake,none
694,694,SALT VGod Lucious,The exact flavor profile may vary from person to person as everyone's taste preferences can be different
695,695,SALT Cloud Chemist Frosty Science Strawberry,Strawberry
696,696,SUB Beard Vape Co. #32,"Tobacco, Maple, Vanilla, Woody"
697,697,SUB Nomenon Lychee Cherry Blossom Raspberry,"Lychee, Cherry Blossom, Raspberry"
698,698,SALT Pinup Vapors Marilyn,"Sweet, Vanilla, Caramel, Cherry"
699,699,SUB Juice Head F Strawberry Kiwi FREEZE,"Strawberry, Kiwi"
700,700,SALT Gost Vapor The Pancake House Strawberry,none
701,701,DISP Tyson 2.0 Heavy Weight 7000 Puffs - Cool Mint,"Mint, Cool"
702,702,DISP Elf Bar AIRO MAX 5000 Puffs Skit Ice,"Mint, Ice"
703,703,DISP Nicless Stick + Disposable 0% NICOTINE FREE - Peach Gummy Bear,"Peach, Gummy, Bear, Sweet"
704,704,DISP RAZ CA6000 5% Miami Mint,Mint
705,705,SUB Alt Zero Excision Paradox OTR,"Vanilla, Caramel, Sweet"
706,706,SUB 7 Daze Iced Fusion Yellow Green Red Mango Iced,"Mango, Yellow, Red, Green"
707,707,SALT Pod Juice Blue Razz Freeze,"Raspberry, Blue, Sweet, Frozen"
708,708,SUB Alt Zero Excision X Rated,"Spicy, Complex, Unique"
709,709,DISP SnowWolf Ease 8000puff Disposable 5% Misc Flavors,none
710,710,DISP Lost Mary MO5000 5000 Puffs 5% Kiwi Fuse,none
711,711,SUB Juice Man Cherry Lime Fizz,"Cherry, Lime, Fizz"
712,712,DISP RAZ TN9000 5% Citronnade,"Citrus, Lemony, Sweet"
713,713,DISP RAZ TN9000 5% Strawberry Ice,"Strawberry, Ice, Sweet"
714,714,DISP SnowWolf Compak 7500puff 5% Watermelon Ice,"Watermelon, Ice"
715,715,SUB 7daze Reds Apple Strawberry 06mgAS6,"Apple, Strawberry"
716,716,SUB 7 Daze Iced Fusion Lemon Passionfruit Blueberry Iced,"Lemon, Passionfruit, Blueberry"
717,717,SUB Halo Turkish Tobacco,"tobacco, sweet, spicy, smoky"
718,718,SUB Sadboy Butter Cookie,"Cookies, Sweet, Buttery"
719,719,SUB Pod Juice Cotton Carnival,"Cotton, Sweet, Creamy"
720,720,SUB Pinup Vapors Christie,"Strawberry, Vanilla, Cream"
721,721,SUB Pop Clouds Cotton Candy,"Sweet, Ethereal, Light, Sugar"
722,722,DISP Tyson 2.0 Heavy Weight 7000 Puffs - Frozen Mango,Mango
723,723,SALT Noms X2 White Peach Raspberry,"Peach, Raspberry, Sweet"
724,724,DISP Airis NEO P8000 5% - Kiwi Passion Fruit Guava,"Kiwi, Passionfruit, Guava"
725,725,SUB ML Tobacco Monster Smooth,"Tobacco, Smooth"
726,726,SUB Kaleidoscopic Clouds Looking Glass Iced,none
727,727,SUB Twist Green No. 1,"Mint, Green, Refreshing"
728,728,SUB ML Frozen Fruit Monster Mango Peach Guava Ice,"Mango, Peach, Guava, Ice"
729,729,SUB Sadboy Punch Berry Blood,"Berry, Blood"
730,730,SALT Cloud Nurdz Watermelon Berry,"I cannot taste or smell products, so the description is based on the given product name and my knowledge of typical flavor profiles for watermelon and berry products, as well as the mention of ""Cloud Nurdz"" which may suggest a"
731,731,SALT Pod Juice Cotton Clouds,none
732,732,DISP RAZ CA6000 5% Lemon Lime,"Lemon, Lime"
733,733,SUB Bluebird Bluebird,"Based on the brand name ""Bluebird Bluebird"" and assuming it's related to food or beverage products, I would associate the flavor profile as having a strong berry taste with a sweet undertone"
734,734,SUB 7 Daze Iced Fusion Grape Apple Aloe Iced,"Grape, Apple, Aloe"
735,735,DISP EBCreate BC5000 9. 5000 Puffs 650mAh 4% Peach Ice,"Peach, Ice"
736,736,DISP Lost Mary MO5000 5000 Puffs 5% Mango Peach Watermelon,"Mango, Peach, Watermelon"
737,737,SUB Nomenon Pineapple Coconut Spiced Rum,"Pineapple, Coconut, Spiced, Rum"
738,738,SUB Cloud Chemist Frosty Science Apple,Apple
739,739,SALT Pod Juice Graham Cracker,"Sweet, Baked, Butter, Cinnamon"
740,740,SALT Twist Purple No. 1,none
741,741,SUB The Finest Cool Mint,"Mint, Cool"
742,742,SALT VGod Iced Berry Bomb,"Berry, Sweet, Ice, Slightly Sour"
743,743,SUB Yogi Apple Cinnamon Granola Bar,"Apple, Cinnamon"
744,744,SUB Monster Labs Custard Monster Banana,"Banana, Custard"
745,745,DISP Lost Mary OS5000 5000 Puffs 5% Grape,Grape
746,746,DISP RAZ TN9000 5% Polar Ice,"Mint, Cool, Refreshing"
747,747,SALT ML Jam Monster Blackberry,"The words ""Salt"" and ""Monster"" might not directly describe the flavor profile of the product, but they could be associated with it based on branding or ingredients"
748,748,SUB Glas Basix Crystal Clear,none
749,749,SUB ML Jam Monster PB & Banana,"Peanut, Banana"
750,750,SALT Met4 Golden Ticket,none
751,751,SUB Smoke Crossroads Carolina Cure,"BBQ, Peppery, Sweet, Savory, Woody"
752,752,DISP Tyson 2.0 Heavy Weight 7000 Puffs - Pineapple Mango,"Pineapple, Mango"
753,753,SUB ML Fruit Monster Strawberry Banana,"Strawberry, Banana"
754,754,SALT Fruitia Strawberry Coconut,"Strawberry, Coconut, Salt"
755,755,SALT Keep it 100 Nana Foster,none
756,756,SALT Naked 100 Melon Kiwi,"Melon, Kiwi, Sweet"
757,757,SALT 7 Daze Fusion Grapefruit Orange Mango,SALT 7 Daze Fusion Grapefruit Orange Mango
758,758,SALT Pod Juice Jewel Mint Sapphire,"The words used here are based on the common associations people have with these flavor names, but personal experiences and preferences may vary"
759,759,SALT 7 Daze Iced Fusion Raspberry Green Apple Watermelon Iced,"Raspberry, Green Apple, Watermelon, Iced, Salt"
760,760,SUB Steam Co. Double Leaf,"Tea, Herbal, Smooth, Mild, Refreshing"
761,761,SALT Pod Juice Sour Fruity Worms,Sour
762,762,SALT Naked 100 Max Watermelon Ice,"Watermelon, Ice, Sweet, Melon"
763,763,SALT Glas Basix Crystal Clear,none
764,764,SUB Propaganda The Hype Sour Apple,"Sour, Apple"
765,765,SUB Juice Head F Blue Lemon FREEZE,"Blue, Lemon, Freeze"
766,766,SUB ML Custard Monster Blueberry,Blueberry
767,767,DISP EB Design BC5000 9. 5000 Puffs 650mAh 4% Peach Berry,"Peach, Berry"
768,768,SALT Innevape Vape My Day,none
769,769,SUB Pinup Vapors Marilyn,"Sweet, Vanilla, Cherry"
770,770,DISP Lost Mary OS5000 5000 Puffs 5% Kiwi Passion Fruit Guava N,"Kiwi, Passionfruit, Guava"
771,771,SUB Keep It 100 OG Nana Foster,"Banana, Cinnamon, Sugar, Nutmeg"
772,772,DISP Metaku Spongie 7500 Puffs - Gum Mint,Mint
773,773,DISP SnowWolf Compak 7500puff 5% Cool Mint,"Mint, Cool"
774,774,SUB ML Custard Monster Strawberry,Strawberry
775,775,DISP KROS 3 Unlimited 5% 6000 Puffs - Tropical Rainbow Twist,"Tropical, Rainbow, Twist"
776,776,SALT Candy King Swedish,"Salt, Sweet, Swedish"
777,777,SALT POD Juice Banana Freeze,"The word ""Salt"" was not included in the product name provided, so it was not included in the response"
778,778,SUB Mighty Vapors Frozen Hulk Tears,"Menthol, Blueberry, Sweet"
779,779,SUB Naked 100 Berry Menthol,"Berry, Menthol"
780,780,DISP EBCreate BC5000 Disposable 0% () - Cranberry Grape,"Cranberry, Grape"
781,781,DISP Elf VPR 7000 Ultra 7000 Puffs 700mAh 5% Watermelon Bubblegum,"Watermelon, Bubblegum"
782,782,DISP UWell Caliburn Bar B6000 5% Grape Ice,"Grape, Ice"
783,783,DISP UWell Caliburn Bar B6000 5% Peach Soda,"Peach, Sweet, Fruity, Soda"
784,784,SALT Beard The Salty One Apple Cereal Donut Milk,"Salt, Apple, Cereal, Donut, Milk"
785,785,SALT Candy King Cola Gummies,"Cola, Sweet, Sour, Caramel, Sugar"
786,786,SALT Cloud Nurdz Grape Apple,"The words ""Salt"" and ""Cloud"" may not accurately represent the flavor profile of ""Cloud Nurdz,"" as those words are more descriptive of texture or appearance rather than taste"
787,787,DISP Elf VPR 7000 Ultra 7000 Puffs 700mAh 5% Strawberry Watermelon,"Strawberry, Watermelon"
788,788,SALT 7 Daze Fusion Grape Apple Aloe,"Grape, Apple, Aloe, Salt"
789,789,SUB 7daze Reds Apple Original,Apple
790,790,DISP Tyson 2.0 Heavy Weight 7000 Puffs - Blue Razz,"Raspberry, Sweet, Sour"
791,791,DISP Lost Vape Orion Bar 5% 7500 Puffs - Double Apple Ice,"Apple, Ice, Double, Apple, Ice"
792,792,SUB 7 Daze Fusion Banana Cantaloupe Honeydew,"Banana, Cantaloupe, Honeydew"
793,793,SUB Juice Head R Mango Strawberry,"Mango, Strawberry"
794,794,SUB Air Factory Menthol,Menthol
795,795,SUB Skwezed Watermelon Ice,"Watermelon, Sweet"
796,796,SUB Barista Brew Salted Caramel Macchiato,"Salted Caramel, Macchiato, Coffee, Sweet, Caramel, Roasted"
797,797,SUB Sadboy Blueberry Cookie,"Blueberry, Cookies"
798,798,DISP RAZ CA6000 5% Strazz,Based on the product name DISP RAZ CA6000 5% Strazz
799,799,SUB ML Lemonade Monster Pink Lemonade,"Lemonade, Pink"
800,800,SUB Juice Man Cherry Blue Fizz,"Cherry, Blue, Fizzy"
801,801,SUB Propaganda The Hype Cool Blue Frost,"Cool, Blue, Frost"
802,802,SALT 7 Daze Fusion Strawberry Mango Nectarine,none
803,803,SALT Innevape The Berg,"Salt, Berg"
804,804,DISP Lost Mary MO5000 5000 Puffs 4% White Strawberry Ice,"White, Strawberry, Ice, Sweet"
805,805,SUB Cuttwood Tobacco Trail,"Tobacco, Sweet, Woody"
806,806,DISP Airis NEO P8000 5% - Sakura Grape Ice,none
807,807,SALT Juice Head R Mango Strawberry,"Mango, Strawberry, Salt, R"
808,808,SUB ML The Milk Berry Crunch,"Milk, Berry, Crunch"
809,809,DISP Elf Bar BC5000 9. 5000 Puffs 650mAh 5% Grape Energy,"Grape, Energy"
810,810,SUB Nomenon Arctic Wintergreen Freeze,"Arctic, Wintergreen, Freeze, Mint, Cool, Refreshing"
811,811,SUB Twist Frosted Amber,"Amber, Sweet, Caramel, Toasted"
812,812,DISP Lost Mary MO5000 5000 Puffs 5% Blue Razz Ice,"Blue, Razz, Ice"
813,813,DISP EB Design BC5000 9. 5000 Puffs 650mAh 4% Triple Berry Ice,"Triple Berry, Ice"
814,814,SUB Naked 100 Lava Flow Ice,"Coconut, Pineapple, Raspberry"
815,815,DISP Lost Mary OS5000 5000 Puffs 5% Cherry Banana Duo Ice,none
816,816,SUB ML The Milk Jax,"Milk, Sweet"
817,817,DISP EBCreate BC5000 9. 5000 Puffs 650mAh 4% Watermelon Ice,"Watermelon, Ice"
818,818,SALT 7 Daze Fusion Kiwi Passionfruit Guava,"Kiwi, Passionfruit, Guava, Salt"
819,819,SALT Alt Zero Just Blues,none
820,820,SALT Pachamama Starfruit Grape,"Salt, Pachamama, Starfruit, Grape"
821,821,SUB Glas Basix Strawberry Milk,"Strawberry, Milk"
822,822,SUB Pod Juice Jewel Mint,Mint
823,823,DISP EBCreate BC5000 9. 5000 Puffs 650mAh 4% Berry Mix,"Berry, Sweet, Tangy, Fruity"
824,824,SALT Naked 100 Really Berry,"I assume ""SALT Naked 100"" is a product name and ""Really Berry"" describes its flavor"
825,825,SUB Keep It 100 OG Tropical Blue,"Tropical, Blue"
826,826,SUB MET4 Golden Ticket,"Vanilla, Caramel, Chocolate"
827,827,SALT VGod Dry Tobacco,"Tobacco, Woody, Nutty, Smooth"
828,828,SUB Alt Zero Excision Paradox,none
829,829,DISP Geek Bar Pulse 5% Strawberry Banana,"Strawberry, Banana"
830,830,SALT Pod Juice PJ5000 Jewel Malibu Mint,none
831,831,SALT VGod Cubano,"Tobacco, Sweet, Spicy, Nutty"
832,832,SALT Pachamama Starfruit Grape Ice,"SALT is included as it is an ingredient in Pachamama's product line, and can contribute to the overall flavor profile"
833,833,SUB Juice Head F Mango Strawberry FREEZE,"Mango, Strawberry, Freeze"
834,834,SALT Sadboy C Unicorn Tears,none
835,835,SUB ML Frozen Fruit Monster Double Mango Ice,Mango
836,836,SUB Cuttwood Boss Reserve,"Tobacco, Vanilla, Caramel, Sweet"
837,837,SUB Pod Juice Jewel Mint Sapphire,Mint
838,838,SALT Naked 100 Max Berries Ice,none
839,839,SUB Juice Head F Orange Mango FREEZE,"""Freeze"" is assumed to indicate a cold or frozen flavor component, hence the inclusion of that descriptor as well"
840,840,SUB Sadboy Punch Berry Blood Ice,"Berry, Blood"
841,841,DISP SnowWolf Compak 7500puff 5% Lush Mango,Mango
842,842,DISP Lost Mary OS5000 5000 Puffs 5% Spearmint,Spearmint
843,843,SUB Air Factory Bold Tobacco,"Tobacco, Woody, Sweet, Spicy"
844,844,DISP Elf Bar BC5000 9. 5000 Puffs 650mAh 5% Honeydew Pineapple Orange,"Honeydew, Pineapple, Orange"
845,845,SALT Sadboy B Coconut Cake,"Salt, Sadboy, B, Coconut, Cake - Salt, Sadboy, Coconut, Cake"
846,846,SALT Cassadega Cannoli Be Nuts,"I cannot taste or smell products, but based on the names provided, I assume ""Cassadega Cannoli Be Nuts"" is a dessert item consisting of cannolis filled with nuts and possibly flavored with salt"
847,847,SUB 7 Daze Fusion Orange Yuzu Tangerine,"Oranges, Yuzu, Tangerine"
848,848,SUB Glas Basix Fizzy Lemonade,"Lemon, Fizzy"
849,849,SALT 7 Daze Reds Apple Watermelon,"The word ""SALT"" was not included in the product name provided and is assumed to be irrelevant for this flavor description"
850,850,SUB ML Frozen Fruit Monster Passionfruit Orange Guava Ice,"Passionfruit, Orange, Guava, Ice"
851,851,DISP Tyson 2.0 Heavy Weight 7000 Puffs - Raspberry Watermelon,"Raspberry, Watermelon"
852,852,SUB Cloud Chemist Heisenberry Crunch,"Raspberry, Blueberry, Sweet, Crisp"
853,853,SALT 7 Daze Reds Apple Original,"Apple, Sweet, Slightly Tart, Subtle Salt"
854,854,SALT Gost Vapor The Pancake House Golden Maple,none
855,855,SALT Mighty Vapors Super Mint,"Mint, Super, Mint, Cool, Fresh, Tingling, Refreshing"
856,856,SUB ML Jam Monster Mixed Berry,"Raspberry, Blueberry, Strawberry"
857,857,SALT Noms Phenomenon,none
858,858,SUB Pachamama Fuji Apple Strawberry SYN,"Apple, Strawberry"
859,859,SALT Pachamama Syn Citrus Medley,"Salt, Citrus"
860,860,DISP RAZ CA6000 5% Blue Raz Ice,"Blue Raspberry, Ice, Sweet"
861,861,DISP Lost Mary OS5000 5000 Puffs 5% Disposable Strawberry Apple Blackcurrant,"Strawberry, Apple, Blackcurrant"
862,862,SALT ML Frozen Fruit Monster Black Cherry Ice,"Cherry, Sweet, Slightly Tart"
863,863,DISP Elf Bar BC5000 9. 5000 Puffs 650mAh 5% Mint Tobacco,"Mint, Tobacco"
864,864,SALT 7 Daze Fusion Strawberry Blackberry Lemon,"Strawberry, Blackberry, Lemon, Salt"
865,865,SALT Pachamama Strawberry Watermelon,"Strawberry, Watermelon, Salt"
866,866,SUB Candy King Gush 100 ML,"Sweet, Fruity, Sour, Tangy, Citrus"
867,867,SALT ML Fruit Monster Black Cherry,"Cherry, Sweet, Slightly Tart, Fruity"
868,868,DISP Lost Mary OS5000 5000 Puffs 5% Kiwi Passion Fruit Guava,"Kiwi, Passionfruit, Guava"
869,869,SALT 7 Daze Fusion Raspberry Green Apple Watermelon,"Raspberry, Green Apple, Watermelon, Salt"
870,870,SALT Innevape The Berg Menthol,"Menthol, Bergamot, Cool"
871,871,SALT ML Jam Monster Blueberry,"Blueberry, Sweet, Tangy, Jam, Monster, Salt"
872,872,SUB Innevape Chill Out,"Mint, Cool, Refreshing"
873,873,DISP Lost Mary OS5000 5000 Puffs 5% Watermelon,Watermelon
874,874,SALT Twist Purple Grape,"Grape, Sweet, Slightly Tart, Salt"
875,875,SALT Steam Co. Gentleman's Reserve,"Smoky, Sweet, Savory, Complex"
876,876,SUB Twist Purple No. 1,"Grape, Sweet"
877,877,SUB Glas Basix Blue Razz,"Raspberry, Blue"
878,878,DISP Lost Mary OS5000 5000 Puffs 5% Peach Mango Watermelon,"Peach, Mango, Watermelon"
879,879,SUB Sadboy Strawberry Jam,Strawberry
880,880,SUB Juice Head F Peach Pear FREEZE,"Peach, Pear, Freeze"
881,881,SUB Cuttwood Sugar Drizzle,"Sweet, Vanilla"
882,882,SALT 7 Daze Iced Fusion Orange Cream Mango Iced,"Orange, Cream, Mango, Salt, Iced"
883,883,SALT 7 Daze Reds Apple Gold Kiwi,"Apple, Kiwi, Reds, Gold, Salt"
884,884,SUB Pop Clouds Blue Razz Candy,"Blue Razz, Sweet, Candy"
885,885,DISP KROS 3 Unlimited 3% 6000 Puffs - Spearmint,Spearmint
886,886,DISP Airis NEO P8000 5% - Watermelon Ice,"Watermelon, Ice"
887,887,SALT Twist Red No.1,none
888,888,SALT Cassadega Cannoli Be Breakfast,none
889,889,SALT Fruitia Jus White Grape Ice,"Grape, Sweet, Ice, Slightly Salty"
890,890,SUB ML Fruit Monster Blueberry Raspberry Lemon,"Blueberry, Raspberry, Lemon"
891,891,SALT Yogi Apple Cinnamon Granola Bar,"Apple, Cinnamon, Sweet, Hint-of-Yogi, Salt"
892,892,DISP Lost Vape Orion Bar 5% 7500 Puffs - Blue Razz Honeydew,"Blue Razz, Honeydew"
893,893,SUB Fruitia Pineapple Citrus,"Pineapple, Citrus"
894,894,SALT Killer Fruits By Vapetasia Trapple,"Apple, Sweet, Slightly Tart"
895,895,SALT Sadboy F Punch Berry Blood,"Berry, Sadboy, F, Punch, Salt, Blood"
896,896,SALT ML Custard Monster Banana,"Banana, Sweet, Creamy, Monster, Salty"
897,897,SALT 7 Daze Reds Iced Apple Peach Iced,"Apple, Peach, Iced, Salt"
898,898,SUB Sadboy Pumpkin Cookie,"Spice, Sweet"
899,899,DISP Tyson 2.0 Heavy Weight 7000 Puffs - Pineapple Kiwiberry,"Pineapple, Kiwiberry"
900,900,SUB ML Frozen Fruit Monster Banana Ice,Banana
901,901,SALT Pachamama Golden Peach Pineapple,"Peach, Pineapple, Salt"
902,902,SALT Yogi Blueberry Granola Bar,"Blueberry, Sweet, Hint-of-Salt"
903,903,DISP RAZ CA6000 5% Alaskan Mint,"Mint, Alaskan"
904,904,DISP Tyson 2.0 Heavy Weight 7000 Puffs - Watermelon Bubble Gum,"Watermelon, Bubblegum"
905,905,SUB ML Custard Monster Gingerbread,"Gingerbread, Custard, Monster, Ginger"
906,906,SUB Propaganda Illuminati,none
907,907,SUB Cloud Nurdz Peach Blue Razz,none
908,908,DISP Yogi Bars 5% 8000 - Vanilla Tobacco,"Vanilla, Tobacco"
909,909,SALT 7 Daze Reds Apple Mango,"Apple, Mango, Salt"
910,910,DISP Nicless Stick + Disposable 0% NICOTINE FREE - Kiwi Strawberry,"Kiwi, Strawberry"
911,911,SALT Juice Head R Raspberry Lemonade,none
912,912,SUB Noms 100 Tropical Gummy,"Mango, Pineapple, Coconut"
913,913,SALT Fruitia Banana Ice,"Banana, Salt"
914,914,SUB ML Fruit Monster Strawberry Lime,"Strawberry, Lime"
915,915,DISP RAZ CA6000 5% Dragonfruit Lemonade,"Dragonfruit, Lemonade"
916,916,DISP Elf Bar BC5000 9. 5000 Puffs 650mAh 5% Rainbow Cloudz,none
917,917,SALT 7 Daze Reds Apple Peach,"The single word ""Salt"" is included to represent the savory or salty taste that may be present in the product 7 Daze Reds Apple Peach, as indicated by the name"
918,918,DISP Lost Mary OS5000 5000 Puffs 5% Cherry Peach Lemonade,"Cherry, Peach, Lemonade"
919,919,DISP UWell Caliburn Bar B6000 5% Blue Razz Ice,"Blue Razz, Ice"
920,920,DISP Nicless Next 0% NICOTINE FREE - Pink Lemonade,"Tart, Sweet, Citrus, Lemonade"
921,921,DISP Tyson 2.0 Heavy Weight 7000 Puffs - Strawberry Banana,"Strawberry, Banana"
922,922,SUB Naked 100 Hawaiian Pog,"Pineapple, Coconut, Mango"
923,923,DISP Lost Mary MO5000 5000 Puffs 4% Blackberry Cherry Lemon,"Blackberry, Cherry, Lemon"
924,924,SUB Bluebird Lovebird,"Berry, Sweet, Tangy"
925,925,SALT Verdict Vapors Mints Peppermint,"Mint, Peppermint, Cool, Refreshing, Menthol"
926,926,SALT ML Custard Monster Blueberry,"Sweet, Tangy, Rich"
927,927,SALT Sadboy C Butter Cookie,"Butter, Sweet, Slightly Salty"
928,928,SUB 7daze Reds Iced Apple Grape Iced,"Apple, Grape"
929,929,SUB ML Frozen Fruit Monster Blueberry Raspberry Lemon Ice,"Blueberry, Raspberry, Lemon, Ice"
930,930,DISP Lost Vape Orion Bar 5% 7500 Puffs - Triple Berries,"Berries, Triple, Sweet, Tangy, Fruity"
931,931,DISP EB Design BC5000 9. 5000 Puffs 650mAh 4% Watermelon Jolly Candy,Watermelon
932,932,DISP Elf Bar AIRO MAX 5000 Puffs Watermelon Kiwi Ice,"Watermelon, Kiwi, Ice"
933,933,DISP SnowWolf Compak 7500puff 5% Strawberry Banana Ice,"Strawberry, Banana, Ice, Sweet"
934,934,SALT Cassadega Cannoli Be Cookie,"Sweet, Cinnamon, Cannoli, Salt, Cookies"
935,935,SALT Yogi Vanilla Tobacco,"SALT, Yogi, Vanilla, Tobacco"
936,936,SALT Innevape Chill Out,none
937,937,SUB Cassadega Cannoli Be Cookie,"Cantaloupe, Cookies"
938,938,SUB Kaleidoscopic Looking Glass,none
939,939,DISP EB design BC5000 Disposable 0% () - Strawberry Kiwi,"Strawberry, Kiwi"
940,940,DISP Lost Mary MO5000 5000 Puffs 5% Black Strawnana,"Banana, Strawberry"
941,941,SALT Fruitia Apple Kiwi Ice,"Apple, Kiwi, Ice, Sweet, Slightly Tart"
942,942,SALT Keep it 100 OG Summer Blue,none
943,943,DISP Lost Vape Orion Bar 5% 7500 Puffs - Pineapple Lemonade,"Pineapple, Lemonade"
944,944,SALT Verdict Vapors Mints Spearmint,"Mint, Spearmint, Cool, Refreshing, Tingling"
945,945,SUB 7 Daze Fusion Orange Cream Mango,"Orange, Cream, Mango"
946,946,SUB Cassadega Cannoli Be One,"Canolli, Sweet, Rich"
947,947,DISP Geek Bar Pulse 5% Blue Razz Ice,"Blue Razz, Ice, Raspberry"
948,948,SUB Naked 100 Really Berry,"Raspberry, Blackberry"
949,949,SUB Nomenon Dragon Fruit Strawberry Cream,"Dragon Fruit, Strawberry, Cream"
950,950,SALT Cloud Nurdz Peach Blue Razz,"Sweet, Tart, Salty"
951,951,SALT Yogi Java,"Coffee, Salt"
952,952,SALT Pachamama Fuji,"I assume Pachamama is a brand for the product ""SALT Pachamama Fuji"", and it comes in a flavor of apple and salt"
953,953,SALT Pod Juice Aloe Grape,"Salt, Aloe, Grape"
954,954,SUB 7daze Reds Apple Fruit Mix,"Apple, Sweet, Tangy"
955,955,SALT Skwezed R Watermelon White Grape,"Watermelon, WhiteGrape, Salt, Skwezed"
956,956,SUB Sadboy Lemon Cookie,"Lemon, Cookied"
957,957,SALT Juice Head Freeze Strawberry Kiwi,none
958,958,SALT 7 Daze Iced Fusion Banana Cantaloupe Honeydew Iced,"Banana, Cantaloupe, Honeydew, Iced, Salt"
959,959,SALT Pod Juice Jewel Mint Lush Freeze,SALT - neutral; Jewel - fruity; Lush - creamy; Freeze - menthol; Mint - refreshing
960,960,SALT 7 Daze Iced Fusion Yellow Green Red Mango Iced,"Mango, Red, Green, Iced, Salt"
961,961,SALT VGod Mighty Mint,"Mint, Cool, Refreshing"
962,962,SUB Chubby Purp Ice,"Purple, Sweet, Creamy"
963,963,SALT Bluebird Bluebird,none
964,964,SALT Juice Head R Orange Mango,"The words ""Salt"" and ""Head"" do not typically describe flavor profiles for juices or food items, but I will assume they are intended to represent specific brand names or product attributes if that is the case"
965,965,SALT VGod Iced Purple Bomb,The flavor profile of VGod Iced Purple Bomb is described as having a sweet and sour berry taste with complex undertones
966,966,SALT Kaleidoscopic Clouds Ruby's Eyes,none
967,967,SALT Keep it 100 OG Blue,none
